"id","name","isDisable","isSubRecipe","category.label","cost.prodQty","cost.prodCost","cost.baseCost","cost.prodUOM.label","cost.sellPrice","cost.suggestPrice","cost.sellMargin","cost.stdMargin","extra.notes","extra.utensil"
"9TMK3Qf0dSTP0BCRTuWL","KK-Palakaai Puli Kuzhambu",false,false,"Kara Kozhambu",10,598.795,59.8795,"KG",450,299.3975,7.5151,5,,"Hotbox: ID"
"Y1CHGellEy7F2cY1SJoW","KK-Parangikai Ketti Kuzhambu",false,false,"Kara Kozhambu",10,410.8728,41.0873,"KG",300,211.4365,7.3015,5,,"Hotbox: ID"
"CM8uhk3GrsGLDuWjipW5","KK-Parangikai Puli Kuzhambu",false,false,"Kara Kozhambu",24,1075.1022,44.7959,"KG",350,223.9795,7.8132,5,,""
"jwmzRSO6uky6goJZKk1f","KK-Paruppu Urundai Extra",false,false,"Kara Kozhambu",100,160.85,1.6085,"NOS",7,8.0425,4.3519,5,,""
"cfMaa1vMOqcIrqJsVy9u","KK-Thattapayaru Kuzhambu New",false,false,"Kara Kozhambu",10,476.085,47.6085,"KG",450,238.0425,9.4521,5,,"Hotbox: ID"
"INOxRiLNuRZdmvctW0UY","KK-Vendaikkai Kuzhambu",false,false,"Kara Kozhambu",10,479.785,47.9785,"KG",450,239.8925,9.3792,5,,"Hotbox: ID"
"1Re0kLhWSsfb5weMME7h","KK-Vendaikkai Theeyal",false,false,"Kara Kozhambu",10,1024.9532,102.4953,"KG",400,409.9812,3.9026,4,,"Hotbox: ID"
"3zlrJrmmc1WTc2anAOa3","KP - Beans Kara Poriyal",false,false,"Kara Poriyal",0.39,45.3963,116.4008,"KG",450,582.004,3.866,5,,""
"4cgqPnKJJHQ7toTadrnG","KP - Beetroot Masala",false,false,"Kara Poriyal",10,695.572,69.5572,"KG",400,347.786,5.7507,5,,"Hotbox: HB"
"YtckMpYmXGjJhlwKKwtn","KP - Beetroot, Soya Poriyal",false,false,"Kara Poriyal",10,720.44,72.044,"KG",375,360.22,5.2052,5,,"Hotbox: HB"
"qMprx6jOchypQzm8Kxoi","KP - Beetroot, Sweet Corn Poriyal",false,false,"Kara Poriyal",10,746.772,74.6772,"KG",375,378.386,4.9553,5,,"Hotbox: HB"
"RX3gLYW19h10xHZtFp81","KP - Brinjal Coconut Poriyal Aravai",false,true,"Kara Poriyal",10,62.17,6.217,"KG",0.01,24.868,0.0016,4,,"Hotbox: HB"
"QaLoHIwANImuXcSnMtJQ","KP - Brinjal, Drumstick, Thattapayaru Poriyal Aravai",false,true,"Kara Poriyal",10,40.091,4.0091,"KG",0.01,13.9964,0.0029,4,,""
"8WG8GMWTf2ft0SqmQ570","KP - Carrot Kara Poriyal",false,false,"Kara Poriyal",10,856.59,85.659,"KG",400,428.295,4.6697,5,,"Hotbox: HB"
"ziMXFhIjinNHhtM22E5t","KP - Carrot, Cauliflower Poriyal",false,false,"Kara Poriyal",10,1015.8201,101.582,"KG",450,514.66,4.4299,5,,"Hotbox: HB"
"1K11xqkDysYh5EWZ9LD8","KP - Carrot, Kudamilagaai Poriyal",false,false,"Kara Poriyal",17.5,1551.852,88.6773,"KG",400,443.3865,4.5107,5,,""
"94vUYLhcJWHvRqyzL5RZ","KP - Carrot, Mealmaker Perattal",false,false,"Kara Poriyal",10,718.8401,71.884,"KG",400,359.42,5.5645,5,,"Hotbox: HB"
"pmEty7rj26DmAohZIo6f","KP - Carrot, Sprouts Kara Poriyal",false,false,"Kara Poriyal",10,753.6,75.36,"KG",400,315.8,6.3331,5,,"Hotbox: HB"
"slBIZvd7CWjq3dYndLVT","KP - Cauliflower Poriyal",false,false,"Kara Poriyal",22,2217.2684,100.7849,"KG",500,503.9245,4.9611,5,,"Hotbox: HB"
"ENHfFQTTDADDYiMzJ9Mw","KP - Cauliflower, Channa Poriyal",false,false,"Kara Poriyal",10,973.8701,97.387,"KG",400,486.935,4.1073,5,,"Hotbox: HB"
"5Lz2txySrx9EsEfJrjcf","KP - Gutti Venkaya Karam",false,false,"Kara Poriyal",0.75,81.663,108.884,"KG",0,544.42,0,5,,""
"1RrVnMT6KuYPs1QeECmy","KP - Kos, Carrot Kara Poriyal",false,false,"Vellai Poriyal",9.8,752.0675,76.7416,"KG",400,383.708,5.2123,5,,"Hotbox: HB"
"Nf1XiUHZr6nsy7wcj13t","KP - Kovakaai Kara Curry",false,false,"Kara Poriyal",5.75,922.078,160.3614,"KG",500,801.807,2.8062,5,,"Hotbox: HB"
"Il17hCv5BeaxNFKY7lOH","KP - Kovakaai Poriyal",false,false,"Kara Poriyal",3.2,302.4164,94.5051,"KG",400,472.5255,4.2326,5,,"Hotbox: HB"
"PKFLIpkYxINKP6rfnZ88","KP - Kovakaai Poriyal (CONVO)",false,false,"Kara Poriyal",10,1412.1,141.21,"KG",450,711.05,3.1867,5,,"Hotbox: HB"
"gsBRHL4APmBXMfnPgjU2","KP - Maravalli Kilangu",false,false,"Kara Poriyal",2.3,163.218,70.9643,"KG",400,354.8215,5.6366,5,,""
"Z3hxLivath0NbN9j1fm3","KP - Thattapaiythanga Kara Poriyal",false,false,"Kara Poriyal",0.45,28.0336,62.2969,"KG",350,311.4845,5.6183,5,,""
"epuEjnm72GeZTdCyiXg2","KP - Urulai Podi Poriyal",false,false,"Kara Poriyal",0.45,48.0337,106.7416,"KG",0,533.708,0,5,,""
"imAWL4uOjHwKOj0WVvFn","KP - Urulai Podi Poriyal Podi",false,true,"Kara Poriyal",0.096,14.281,148.7604,"KG",0,743.802,0,5,,""
"WMYFT5dPMFO4NfMkjyT3","KP - Urulai, Carrot Poriyal",false,false,"Kara Poriyal Fry",9,755.9057,83.9895,"KG",400,419.9475,4.7625,5,,"Hotbox: HB"
"KnjLF2tEty7vamCgNCOC","KP - Urulai, Kathiri Podi Curry",false,false,"Kara Poriyal",0.8,68.2482,85.3103,"KG",500,426.5515,5.861,5,,""
"0jTikvR2xkrhahXOumLe","KP - Vazhaikaai Dry Poriyal Aravai",false,true,"Kara Poriyal",10,179.7,17.97,"KG",0.01,91.475,0.0005,5,,"Hotbox: HB"
"HD5wAQrtJ60iZ1Eu9hv4","KP - Vazhaikaai Dry Poriyal Thalippu",false,true,"Kara Poriyal",10,18.65,1.865,"KG",0.01,7.46,0.0054,4,,"Hotbox: HB"
"o3G53BcjSn7pn3pluBi4","KP - Vazhakaai Dry Poriya",false,false,"Kara Poriyal",10,1188.472,118.8472,"KG",500,594.236,4.2071,5,,"Hotbox: HB"
"4rZwoo2CvHXKZbwFVgvj","KP - Vazhakaai Kara Poriyal",false,false,"Kara Poriyal",9.25,742.0184,80.2182,"KG",400,407.226,4.9864,5,,"Hotbox: HB"
"PbZIxRUoaAL0D0rAJR8V","KP - Vendikaai Podi",false,true,"Kara Poriyal",0.116,31.196,268.931,"KG",0,1344.655,0,5,,""
"YA33G4bYK2SnRQwF2lK8","KP - Yam Kara Poriyal",false,false,"Kara Poriyal",8.75,1173.165,134.076,"KG",500,670.38,3.7292,5,,"Hotbox: HB"
"8RI4VKl2eL5rLeEjUSfg","KP - Yennai Vazhaikaai",false,false,"Kara Poriyal",1.7,234.337,137.8453,"KG",500,699.962,3.6273,5,,"Hotbox: HB"
"fkOAQUfvalmZszWYCeLn","KP- Cabbage Masala",false,false,"Kara Poriyal",11,909.4433,82.6767,"KG",400,417.474,4.8381,5,,""
"CWAV1EhSg86pmSLQ6uQB","KP- Cabbage, Channa Masala",false,false,"Kara Poriyal",7.5,510.7892,68.1052,"KG",300,340.526,4.4049,5,,"Hotbox: HB"
"bLmWqquG70xCzXwV0LGP","KP- Cabbage, Peas Masala",false,false,"Kara Poriyal",6.5,502.0744,77.2422,"KG",400,390.1855,5.1258,5,,"Hotbox: HB"
"wMbdQJk848Jj44Uo848A","KP- Cabbage,Double Beans Poriyal",false,false,"Kara Poriyal",10.25,808.958,78.9227,"KG",300,394.6135,3.8012,5,,""
"5tI4efqagydOAzsf7l9y","KP- Cauliflower, Pachai Pattani Poriyal",false,false,"Kara Poriyal Fry",10,1151.8251,115.1825,"KG",600,582.1625,5.1532,5,,"Hotbox: HB"
"1nexkUzR4NCTWAnS3nkv","KP- Chinna Urulai Poriyal",false,false,"Kara Poriyal",10,736.4621,73.6462,"KG",400,368.231,5.4314,5,,"Hotbox: HB"
"TZy1Y9Ydjvspq5mjP61B","KP- Kathari,Urulai Poriyal",false,false,"Kara Poriyal",10,751.1601,75.116,"KG",350,375.58,4.6595,5,,"Hotbox: HB"
"U3YtDXXG4tOuP7UblNYC","KP- Thattapayithangai Masala Aravai",false,true,"Kara Poriyal",1.35,7.007,5.1904,"KG",0,25.952,0,5,,""
"S7byKflkeyMdLrYqg8fk","KP- Urulai Kara Kari",false,false,"Kara Poriyal",10,817.5294,81.7529,"KG",350,406.207,4.2812,5,,"Hotbox: HB"
"wgTQ121a50Bf0cBOlRPz","KP- Urulai Poriyal",false,false,"Kara Poriyal",9,767.3467,85.2607,"KG",350,426.3035,4.1051,5,,"Hotbox: HB"
"zjAUEa4JXJpDofRMkKVd","KP- Urulai,Carrot,Kudaimilagai Perattal",false,false,"Kara Poriyal",10,833.8101,83.381,"KG",400,416.905,4.7973,5,,"Hotbox: HB"
"bHs3g8yv5ERWXns6fL7T","KP- Urulai,Cauliflower Poriyal",false,false,"Kara Poriyal",10,879.866,87.9866,"KG",400,439.933,4.5461,5,,"Hotbox: HB"
"DVyKw3t4LnPP32hdyDzq","KP- Urulai,Pattani Poriyal",false,false,"Kara Poriyal Fry",10,1209.1001,120.91,"KG",450,612.55,3.6732,5,,"Hotbox: HB"
"W7nay5ZbmQq4MyulL1og","KP- Urulai,Peas Poriyal",false,false,"Kara Poriyal",9,971.0247,107.8916,"KG",450,539.458,4.1709,5,,"Hotbox: HB"
"yZUoHeMHlvVkmd3X1vw6","KP- thatapaithangai Masala",false,false,"Kara Poriyal",1.2,67.115,55.9292,"KG",375,283.8125,6.6065,5,,""
"tpVhTMhZqlPZRn1AtwVG","KP-Cabbage,Rajma Poriyal",false,false,"Kara Poriyal",10,738.356,73.8356,"KG",300,369.178,4.0631,5,,"Hotbox: HB"
"5ptENFx4mTgnhGPoTXcP","KP-Carrot, Pachai Pattani Poriyal",false,false,"Kara Poriyal",10,939.707,93.9707,"KG",400,479.8535,4.2566,5,,"Hotbox: HB"
"1kRVofHFkz7BbDJeKaRK","KP-Kanja Pattani Masala",false,false,"Kara Poriyal",10,667.9668,66.7967,"KG",350,333.9835,5.2398,5,,""
"jMuK9wj4arLLa3qx8xVT","KP-Kathari Mochai Poriyal",false,false,"Kara Poriyal",11,630.9901,57.3627,"KG",350,294.9955,5.9323,5,,""
"pFwYFMuzzhMcz5hQh9CW","KP-Kathari Thengai Poriyal",false,false,"Kara Poriyal",10,809.1051,80.9105,"KG",350,414.0525,4.3258,5,,"Hotbox: HB"
"fagRG7RGKkyLD9f75A0j","KP-Kathari,Murungai Poriyal",false,false,"Kara Poriyal",10,927.2498,92.725,"KG",400,463.625,4.3138,5,,"Hotbox: HB"
"5VIyBo7ITeFwsh670k87","KP-Kathari,Murungai,Thattapayaru Poriyal",false,false,"Kara Poriyal",10,987.1011,98.7101,"KG",400,394.8404,4.0523,4,,"Hotbox: HB"
"XrB4qSIkWpoLEjKNLDNe","KP-Kathiri, Pachai Mochai Pirattal",false,false,"Kara Poriyal",10,814.9101,81.491,"KG",350,407.455,4.295,5,,"Hotbox: HB"
"iRuSgEm5Fqr5XOczJQll","KP-Kos Ko.Kadalai Poriyal",false,false,"Kara Poriyal",10,778.266,77.8266,"KG",350,389.133,4.4972,5,,"Hotbox: HB"
"FJxVQwWlg6mPrbqMjQq2","KP-Kos Soyabean Poriyal",false,false,"Kara Poriyal",10,706.372,70.6372,"KG",350,353.186,4.9549,5,,"Hotbox: HB"
"l2KUGoepitUxwTRCKXpm","KP-Kothavarangai Masala",false,false,"Kara Poriyal",1.25,123.4163,98.733,"KG",400,493.665,4.0513,5,,""
"vDKqJG5ct2XebYPyREyQ","KP-Mochai Masala",false,false,"Kara Poriyal",10,580.9668,58.0967,"KG",350,290.4835,6.0244,5,,""
"s0P89VCQ5RXBf80mldCH","KP-Potato,Mealmaker Perattal",false,false,"Kara Poriyal",10,831.188,83.1188,"KG",350,415.594,4.2108,5,,"Hotbox: HB"
"uIsh9Pjt0c6JMrIEtolj","KP-Urulai, Carrot, Dry Peas Poriyal",false,false,"Kara Poriyal",9,745.2584,82.8065,"KG",350,414.0325,4.2267,5,,"Hotbox: HB"
"jZPsHFhDuJGVATQCY6VP","KP-Urulai, Carrot, Peas Poriyal",false,false,"Kara Poriyal",10,823.2584,82.3258,"KG",350,411.629,4.2514,5,,"Hotbox: HB"
"eeG7beTgAvdPOMCbgJbt","KP-Urulai,Carrot,Cauliflower Poriyal",false,false,"Kara Poriyal",10,962.1214,96.2121,"KG",550,481.0605,5.7165,5,,"Hotbox: HB"
"CTFm0GDMRDmcKCoPfz2o","KP-Urulai,Carrot,Channa Poriyal(No Onion)",false,false,"Kara Poriyal",10,832.549,83.2549,"KG",350,389.2745,4.204,5,,"Hotbox: HB"
"2VDYP1e5H1kW15ekprYv","KP-Urulai,Cauliflower,Pattani Poriyal",false,false,"Kara Poriyal",16.15,2329.6358,144.2499,"KG",500,730.0215,3.4662,5,,""
"lejpOHB5vcyVv1ySMYPF","KP-Urulai,Kondaikadalai Poriyal",false,false,"Kara Poriyal",10,647.03,64.703,"KG",350,323.515,5.4093,5,,"Hotbox: HB"
"YFQFV6bgzGzTwXH8tf57","KP-Urulai,cauliflower,Carrot,Pattani Poriyal",false,false,"Kara Poriyal",10,1653.8101,165.381,"KG",550,826.905,3.3257,5,,"Hotbox: HB"
"xNHeQR6lhiDfYMEChyS1","KP-Vendaikkai Podi Poriyal",false,false,"Kara Poriyal",9.5,1384.7294,145.761,"KG",550,728.805,3.7733,5,,"Hotbox: HB"
"blhLgSsEuh6Xd1pkUy9d","KP-Vendaikkai Poriyal",false,false,"Kara Poriyal",9.5,900.6536,94.8056,"KG",550,474.028,5.8013,5,,"Hotbox: HB"
"5aE3Y5yZxrAcfYsJEL3d","KPC - Baby Urulai, Kalan Pirattal",false,false,"Kara Poriyal",10,1489.3856,148.9386,"KG",550,744.693,3.6928,5,,""
"2gL4tDQEJhbXP8qxJeLN","KPC - Carrot, Double Beans Perattal",false,false,"Kara Poriyal",10,783.347,78.3347,"KG",500,396.1735,6.3829,5,,"Hotbox: HB"
"0qkT8gW1P7BhvC3T57zg","KPC - Carrot, Pilakottai Pirattal",false,false,"Kara Poriyal",0.8,63.175,78.9687,"KG",500,394.8435,6.3316,5,,""
"N5ns9ptEQ8U6uoxat6rR","KPC - Perattal Aravai",false,true,"Kara Poriyal",10,71.43,7.143,"KG",0.01,30.72,0.0014,5,,""
"HjK5xdXThkcDCb9HxDit","KPC - Urulai,Beetroot,Cauliflower Pirattal",false,false,"Kara Poriyal",10,770.4601,77.046,"KG",500,385.23,6.4896,5,,"Hotbox: HB"
"U17P5KseBiaA8T2Uqfdb","KPC - Urulai,Beetroot,Pattani Perattal",false,false,"Kara Poriyal",10,730.0751,73.0075,"KG",450,365.0375,6.1638,5,,"Hotbox: HB"
"OzxciqfmcJCVTXQ1u7tG","KPC- Beetroot, Carrot,Pattani Perattal",false,false,"Kara Poriyal",10,1001.0641,100.1064,"KG",500,500.532,4.9947,5,,"Hotbox: HB"
"al7g09U20FKLdWQokTwz","KPC- Kalakos Perattal",false,false,"Kara Poriyal Fry",10,2532.7225,253.2723,"KG",1000,1266.3615,3.9483,5,,""
"6w7T3QBv9ywsvU8lvsQl","KPC- Mochai Perattal",false,false,"Kara Poriyal",13,747.443,57.4956,"KG",350,287.478,6.0874,5,,"Hotbox: HB"
"R76fowisXydwT3Xk1K6h","KPC- Urulai,Cauliflower,Carrot,Butter Beans Perattal",false,false,"Kara Poriyal",10,1051.505,105.1505,"KG",500,525.7525,4.7551,5,,"Hotbox: HB"
"znBeKfl7kb6ZfL2zbinU","KPC-Beetroot Pirattal",false,false,"Kara Poriyal",10,754.463,75.4463,"KG",350,377.2315,4.6391,5,,"Hotbox: HB"
"FoG5AOyxuq6p2uahDKva","KPC-Beetroot,Channa Pirattal",false,false,"Kara Poriyal",10,738.155,73.8155,"KG",350,369.0775,4.7416,5,,""
"bH5Mm4qeSc3jxtNFdwEg","KPC-Beetroot,Double Beans Perattal",false,false,"Kara Poriyal",10,862.305,86.2305,"KG",400,431.1525,4.6387,5,,"Hotbox: HB"
"ye88TKXs4Y98HWrlSmaI","KPC-Channa Pirattal",false,false,"Kara Poriyal Fry",10,615.332,61.5332,"KG",300,307.666,4.8754,5,,""
"y3oJMXdaJZdPxdDAG7DG","KPC-Chinna Urlai,Kalan, Butter Beans  Pirattal",false,false,"Kara Poriyal Fry",11.25,1598.4476,142.0842,"KG",550,718.7545,3.8709,5,,""
"WY6pPYRs5415bptt8CG7","KPC-Mixed Veg. Pirattal",false,false,"Kara Poriyal",10,1537.429,153.7429,"KG",550,768.7145,3.5774,5,,"Hotbox: HB"
"3c03Oar2SR8MW4TXV86p","KPC-Rajma Pirattal",false,false,"Kara Poriyal Fry",10,580.332,58.0332,"KG",300,290.166,5.1695,5,,""
"AZ3sJBVX5oE5ckLX3DvT","KPC-Urulai, Carrot, Kaalan Pirattal",false,false,"Kara Poriyal",10,994.285,99.4285,"KG",500,497.1425,5.0287,5,,"Hotbox: HB"
"0BVp8ROS8984CZnj63OC","KPC-Urulai,Carrot,Beans Perattal",false,false,"Kara Poriyal",10,718.235,71.8235,"KG",450,359.1175,6.2654,5,,"Hotbox: HB"
"WJCWPHcPCctSmUunpNql","KPC-Urulai,Carrot,Cauliflower,Pattani Perattal",false,false,"Kara Poriyal",10,814.2951,81.4295,"KG",500,407.1475,6.1403,5,,"Hotbox: HB"
"9OxOJ6TbEMqDZOhJHIRT","KPC-Urulai,Carrot,Kondaikadalai Perattal",false,false,"Kara Poriyal",10,687.099,68.7099,"KG",450,343.5495,6.5493,5,,"Hotbox: HB"
"FVf0Wh96nb3ozvAYp838","KPC-Urulai,Carrot,Pattani Perattal",false,false,"Kara Poriyal",10,833.3751,83.3375,"KG",500,416.6875,5.9997,5,,"Hotbox: HB"
"a2hKGw8h55xZOwNZ1Wbw","KPF - Raw Plantain Fry",false,false,"Kara Poriyal",10,1018.39,101.839,"KG",450,509.195,4.4187,5,,"Hotbox: HB"
"J5bWRUNqlrkNNM5H3LNZ","KPF - Sembu Fry",false,false,"Kara Poriyal Fry",0.9,173.885,193.2056,"NOS",750,966.028,3.8819,5,,""
"RkuI783KnAs6NfcBGJk1","KPF - Urulai Fry",false,false,"Kara Poriyal",9,1096.546,121.8384,"KG",500,609.192,4.1038,5,,"Hotbox: HB"
"5HvQYFTvS41hR5zoBl5G","KPF - Yam Fry",false,false,"Kara Poriyal",9.4,1668.793,177.5312,"KG",500,887.656,2.8164,5,,"Hotbox: HB"
"JTa2HKmOzASkxBWizukZ","KPF - Yam Varuval",false,false,"Kara Poriyal",10.75,2167.94,201.6688,"KG",500,1008.344,2.4793,5,,"Hotbox: HB"
"pXeIk9waGH0VVQgBUlPO","KPF-Urulai Karuvattu Poriyal",false,false,"Kara Poriyal",9.5,1096.546,115.4259,"KG",450,577.1295,3.8986,5,,"Hotbox: HB"
"pNtR8S1qzZ0FGUO1R03Y","Kanchipuram Idly Thalippu",false,true,"Piece Main Dish",100,119.8,1.198,"NOS",0,5.99,0,5,,""
"MnUEWbCHpPYg2fLf5z2g","Kandharappam",false,false,"Sweet Piece",100,471.898,4.719,"NOS",25,23.595,5.2977,5,,""
"QPx7KNI4P2nn3BP0Tlgh","Karuveppilai Podi",false,true,"Powder",10,1785.53,178.553,"KG",0,892.765,0,5,,""
"o55cXey81F1SJsFVQT6I","Kashayam-Nilavembu",false,false,"Soup",0.6,167.5,279.1667,"LT",0,1395.8335,0,5,,""
"e00v9FEzi4RTHapQ1cD8","Kerala- Kadalai Kai Thalippu",false,true,"Tiffen Sambar",10,30.483,3.0483,"KG",0,15.2415,0,5,,""
"Hgd9BuzMS8TPGD2Afjrj","Kerala- Kos Thoran",false,false,"Kerela Items",10,1062.244,106.2244,"KG",300,531.122,2.8242,5,,""
"C2ghEz2Vn9G0qRWSMnlQ","Kerala- Papadam",false,false,"Kerela Items",100,253.75,2.5375,"NOS",6,12.6875,2.3645,5,,""
"UhUBkDB2Bm2x7V6Ah2pr","Kerala-Inji Puli",false,false,"Kerela Items",10,1043.099,104.3099,"KG",450,521.5495,4.3141,5,,""
"Ktz7IvBWcchza37V3pj9","Kerala-Inji Puli Thalippu",false,true,"Kerela Items",10,51.708,5.1708,"KG",0,25.854,0,5,,""
"M8OswCvR56GXPTx7517W","Kerala-Kadalai Kari",false,false,"Tiffen Sambar",10,244.557,24.4557,"KG",0,122.2785,0,5,,""
"TzoOYnlOe1Y9EXaxzZaI","Kerala-Kadalai Kari Aravai",false,true,"Tiffen Sambar",10,119.214,11.9214,"KG",0,60.192,0,5,,""
"c4Zwm9xMalGAmvGtTIYK","Kerala-Kos Thoran Thalippu",false,true,"Kara Poriyal",10,0,0,"KG",0,0,0,5,,""
"2jezhRKbpACTj1dLzvpo","Kerala-Sakkara varatti",false,false,"Kerela Items",1,600,600,"KG",750,0,1.25,5,,""
"Z7D8VCrifEDqddDXuTZE","Kerela - Eriseri",false,false,"Kootu",9.8,436.8098,44.5724,"KG",200,222.862,4.4871,5,,"Hotbox: HB"
"8D1AjTDzcaVFbEwKSq7Z","Kerela - Eriseri Aravai",false,true,"Kootu",10,105.717,10.5717,"KG",0.01,52.8585,0.0009,5,,"Hotbox: HB"
"WquQO6qZoVsytsrsAN6A","Kerela - Eriseri Thaalippu",false,true,"Kootu",10,59.197,5.9197,"KG",0.01,23.6788,0.0017,4,,""
"DXqd7MjPLm3SDxYxyTBJ","Kerela - Eriseru Aravai",false,true,"Kootu",10,0,0,"KG",1000,0,0,4,,"Hotbox: HB"
"7sF3vzcScM3iZsyQnek3","Kerela - Kaalan",false,false,"Kootu",10,1243.37,124.337,"KG",300,621.685,2.4128,5,,"Hotbox: HB"
"HIbvGPeKzjvvUpiMbDVh","Kerela - Kaalan Aravai",false,true,"Kootu",10,265.53,26.553,"KG",0.01,106.212,0.0004,4,,""
"vK7zcr0MivuHyvCR3DZS","Kerela - Kaalan Thaalippu",false,true,"Kootu",10,73.1,7.31,"KG",0.01,29.24,0.0014,4,,""
"Hk3rrvspivz2CGOZTh93","Kerela - Kadalai Curry",false,false,"Subji",10,244.124,24.4124,"KG",0,122.062,0,5,,""
"XcGcNvVvhQxeT7Wqdkt3","Kerela - Kadalai Curry Aravai",false,true,"Subji",10,121.065,12.1065,"KG",0,60.5325,0,5,,""
"YedJBiUmwZcj4Dz8XaOK","Kerela - Kadalai Curry Tempering",false,true,"Subji",10,30.45,3.045,"KG",0,15.225,0,5,,""
"PzvASYb2Z54baRsXeYcB","Kerela - Parippu Curry",false,false,"Dal",1,26.502,26.502,"KG",150,132.51,5.66,5,,""
"zdIthXlFWIyqATo0cPsd","Kerela - Varuthu Araitha Sambar",false,false,"Sambar",13,417.2596,32.0969,"KG",250,160.4845,7.7889,5,,"Hotbox: ID"
"5Bv5jn8nx2vPRFz9Hcke","Kerela - Varuthu Araitha Sambar Aravai",false,true,"Sambar",10,112.072,11.2072,"KG",0.01,56.036,0.0009,5,,""
"Totdubm9P70iVsF5jQ0y","Kerela - Varuthu Araitha Sambar Thaalippu",false,true,"Sambar",10,40.29,4.029,"KG",0.01,16.116,0.0025,4,,""
"G6dm8sc1jdlklgSJZBde","Kerela - Yam Koottu Curry",false,false,"Kootu",6.5,538.795,82.8915,"KG",350,415.6575,4.2102,5,,"Hotbox: HB"
"hwS87wy60x2jaDmRBdE1","Kicchadi- Semia Kichadi",false,false,"Kicchidi",25.7,1196.896,46.5718,"KG",200,232.859,4.2944,5,,""
"JQemaBaQ3I1grlsX031P","Kicchidi - Kuthiraivali Veg Kicchidi",false,false,"Bulk Main Dish",8,475.543,59.4429,"KG",150,297.2145,2.5234,5,,"Hotbox: HB"
"yv9UyEcpCXttfCImXzEO","Kicchidi - Rava Kicchidi",false,false,"Bulk Main Dish",10,315.692,31.5692,"KG",200,157.846,6.3353,5,,"Hotbox: HB"
"QpPL43PonB6tXLBS2QJS","Kicchidi - Samai Kicchidi",false,false,"Bulk Main Dish",8,495.543,61.9429,"KG",150,309.7145,2.4216,5,,"Hotbox: HB"
"lzvKhhAGsezT0ZjeAEF2","Kicchidi - Thinai Veg. Kicchidi",false,false,"Bulk Main Dish",9,457.193,50.7992,"KG",150,253.996,2.9528,5,,"Hotbox: HB"
"ehWML033bnLClazeyK3c","Kicchidi - Varagu Murungaikeerai",false,false,"Bulk Main Dish",8,462.293,57.7866,"KG",150,288.933,2.5958,5,,"Hotbox: HB"
"3LhDUcFSjX1E0leWTmHM","Kolkatta Aloo Subji",false,false,"Subji",10,389.73,38.973,"KG",1,194.865,0.0257,5,,"Hotbox: ID"
"ZDoeQoVaoO5Tal8l8XCk","Kootu - 7 Kaai Kootu",false,false,"Kootu",2.5,115.003,46.0012,"KG",0,230.006,0,5,,""
"dQBLxnYNJ7dS2HU4YChb","Kootu - 7 Kaai Kootu",false,true,"Kootu",2.5,21.72,8.688,"KG",0,43.44,0,5,,""
"GwGw7lSnWSHLqDzdgN7I","Kootu - Chow Chow ",false,false,"Kootu",10.6,496.26,46.817,"KG",250,234.085,5.3399,5,,"Hotbox: HB"
"EIRyKOyiVanqEYAtAlpH","Kootu - Keerai, Kadalai Paruppu ",false,false,"Kootu",10,458.535,45.8535,"KG",250,229.2675,5.4521,5,,"Hotbox: ID"
"C4B0uPZcsDilFvEk5y11","Kootu - Keerai,Pasiparuppu",false,false,"Kootu",8,334.8672,41.8584,"KG",250,209.292,5.9725,5,,"Hotbox: HB"
"Hb9WDMel7wZGzZO4enMM","Kootu - Mor Kootu Aravai",false,true,"Kootu",8.5,147.93,17.4035,"KG",0,87.0175,0,5,,""
"LNpRfFrOjAADWEXK5eOh","Kootu - Pagarkaai Pitlai Aravai",false,true,"Kootu",3.5,91.6825,26.195,"KG",0,125.2605,16.1452,5,,""
"BA1foasLthQA6ZqKCVQR","Kootu - Pagarkai Pitlai",false,false,"Kootu",3.85,222.9625,57.9123,"KG",350,289.5615,6.0436,5,,""
"RLx0hpP2SYagF4unhHI7","Kootu - Peerkangaai Pitlai",false,false,"Kootu",3.35,203.8395,60.8476,"KG",350,328.7735,5.7521,5,,""
"FQgg5S34QULIavVdhdwp","Kootu - Poosani",false,false,"Kootu",10,564.6328,56.4633,"KG",350,225.8532,6.1987,4,,"Hotbox: HB"
"v75swJgLnwVh0YZiwtJu","Kootu - Poosani Palakat",false,false,"Kootu",17.6,936.6795,53.2204,"KG",300,266.102,5.6369,5,,"Hotbox: HB"
"pa8YMpVdBZcpKzuwUHCc","Kootu - Poosani Palakat Aravai",false,true,"Kootu",10,104.817,10.4817,"KG",0.01,52.4085,0.001,5,,""
"EqEH7Dnwc4XQhag8QW9t","Kootu - Poosani Palakat Thaalippu",false,true,"Kootu",10,116.988,11.6988,"KG",0.01,58.494,0.0009,5,,""
"r4GrR5l5RJFxjliSLZts","Kootu - Snakegourd Pitlai",false,false,"Kootu",3.85,236.1625,61.3409,"KG",350,305.146,5.7058,5,,""
"CZNr9OxXJZS9oiM0nLJd","Kootu - Vazhaithandu (N)",false,false,"Kootu",19,688.009,36.211,"KG",250,181.055,6.904,5,,"Hotbox: HB"
"uBWNALPoSLpw6Ylpjahx","Kootu - Vazhaithandu Kootu Thalippu",false,true,"Kootu",10,9.181,0.9181,"KG",501,3.6724,545.6922,4,,"Hotbox: HB"
